databaseID,temporalSubjectText,temporalSubjectURI
4025872,"1800-1899",
4025883,"1800-1899",
4025900,"1800-1899",
4025923,"To 1899",
4025923,"1800-1899",
4025931,"1800-1899",
4025939,"1800-1899",
4025982,"1800-1899",
4025991,"1800-1899",
4025998,"1800-1899",
4026067,"1800-1899",
4026074,"1800-1899",
4026117,"1800-1899",
4026134,"1800-1899",
4026144,"1800-1899",
4026186,"1800-1899",
4026194,"1800-1899",
4052506,"Civil War, 1861-1865",
4080804,"1700-1799",
4080810,"1700-1799",
4080818,"1700-1799",
4080827,"1700-1799",
4080835,"1700-1799",
4080842,"1700-1799",
4080851,"1700-1799",
4080856,"1700-1799",
4080864,"1700-1799",
4080872,"1700-1799",
4080878,"1700-1799",
4080885,"1700-1799",
4080894,"1700-1799",
4080900,"1700-1799",
4080910,"1700-1799",
4080924,"1500-1599",
4080924,"1700-1799",
4080931,"1700-1799",
4080939,"1700-1799",
4080947,"1700-1799",
4080956,"1700-1799",
4080961,"1700-1799",
4080968,"1700-1799",
4080968,"1770-1779",
4080977,"1700-1799",
4080984,"1700-1799",
4080992,"1700-1799",
4081000,"1700-1799",
4081006,"1700-1799",
4081014,"1700-1799",
4081021,"1700-1799",
4081027,"1700-1799",
4081033,"1700-1799",
4081044,"1700-1799",
4081050,"1700-1799",
4081058,"1700-1799",
4081064,"1700-1799",
4081082,"1700-1799",
4081089,"1700-1799",
4081096,"1700-1799",
4081101,"1700-1799",
4081108,"1700-1799",
4081114,"1700-1799",
4081121,"1700-1799",
4081126,"1700-1799",
4081135,"1700-1799",
4081141,"1700-1799",
4081148,"1700-1799",
4081154,"1700-1799",
4081160,"1700-1799",
4081169,"1700-1799",
4081186,"1500-1599",
4081201,"1700-1799",
4081207,"1700-1799",
4081215,"1500-1599",
4081232,"1700-1799",
4081239,"1700-1799",
4081244,"1700-1799",
4081252,"1700-1799",
4081261,"1500-1599",
4081276,"1500-1599",
4081282,"1500-1599",
4081288,"1500-1599",
4081296,"1500-1599",
4081312,"1500-1599",
4081318,"1700-1799",
4081325,"1500-1599",
4081334,"1500-1599",
4081340,"1500-1599",
4081346,"1500-1599",
4081361,"1500-1599",
4081367,"1500-1599",
4081374,"1500-1599",
4081380,"1700-1799",
4081388,"1500-1599",
4081398,"1500-1599",
4081411,"1700-1799",
4081418,"1500-1599",
4081426,"1500-1599",
4081434,"1700-1799",
4081441,"1700-1799",
4081446,"1500-1599",
4081454,"1500-1599",
4081461,"1500-1599",
4081469,"1700-1799",
4081476,"1700-1799",
4081481,"1700-1799",
4081488,"1500-1599",
4081494,"1500-1599",
4081501,"1700-1799",
4081509,"1600-1699",
4081514,"1500-1599",
4081525,"1500-1599",
4081551,"1700-1799",
4081558,"1500-1599",
4081567,"1500-1599",
4081572,"1500-1599",
4081580,"1500-1599",
4081616,"1500-1599",
4081623,"1500-1599",
4081640,"1500-1599",
4081647,"1500-1599",
4081657,"1500-1599",
4081683,"1500-1599",
4081690,"1500-1599",
4081699,"1500-1599",
4081706,"1700-1799",
4081713,"1700-1799",
4081761,"1700-1799",
4081779,"1700-1799",
4081799,"1500-1599",
4081827,"1600-1699",
4081844,"1400-1499",
4081859,"1500-1599",
4081871,"1500-1599",
4081910,"1600-1699",
4081919,"1500-1599",
4081928,"1500-1599",
4081937,"1600-1699",
4081948,"1600-1699",
4081954,"1600-1699",
4081965,"1590-1599",
4081974,"1500-1599",
4081981,"1500-1599",
4081990,"1500-1599",
4081999,"1500-1599",
4082007,"1500-1599",
4082016,"1700-1799",
4082041,"1500-1599",
4082059,"1500-1599",
4082069,"1500-1599",
4082077,"1500-1599",
4082084,"1500-1599",
4082097,"1600-1699",
4082103,"1500-1599",
4082114,"1500-1599",
4082120,"1500-1599",
4082129,"1500-1599",
4082136,"1500-1599",
4082145,"1700-1799",
4082155,"1700-1799",
4082162,"1700-1799",
4082170,"1700-1799",
4082180,"1700-1799",
4082194,"1600-1699",
4082205,"1400-1499",
4082213,"1500-1599",
4082224,"1500-1599",
4082231,"1500-1599",
4082245,"1500-1599",
4082245,"1590-1599",
4082256,"1500-1599",
4082269,"1500-1599",
4082279,"1700-1799",
4082289,"1700-1799",
4082297,"1700-1799",
4082307,"1500-1599",
4082314,"1500-1599",
4082328,"1500-1599",
4082337,"1500-1599",
4082346,"1700-1799",
4082354,"1700-1799",
4082376,"1400-1499",
4082388,"1500-1599",
4082404,"1500-1599",
4082412,"1500-1599",
4082423,"1500-1599",
4082484,"1500-1599",
4082493,"1500-1599",
4082513,"1500-1599",
4082531,"1500-1599",
4082549,"1500-1599",
4082560,"1500-1599",
4082635,"1600-1699",
4082643,"1600-1699",
4082653,"1600-1699",
4082694,"1700-1799",
4082705,"1700-1799",
4082849,"1700-1799",
4082858,"1700-1799",
4082867,"1700-1799",
4082876,"1500-1599",
4082886,"1700-1799",
4082896,"1700-1799",
4082906,"1700-1799",
4082915,"1700-1799",
4082926,"1700-1799",
4082937,"1700-1799",
4082944,"1700-1799",
4082955,"1500-1599",
4082961,"1700-1799",
4082970,"1700-1799",
4082980,"1700-1799",
4082988,"1700-1799",
4082995,"1500-1599",
4083014,"1700-1799",
4083024,"1700-1799",
4083034,"1700-1799",
4083043,"1700-1799",
4083052,"1600-1699",
4083060,"1700-1799",
4083067,"1700-1799",
4083086,"1700-1799",
4083104,"1700-1799",
4083130,"1700-1799",
4083139,"1700-1799",
4083147,"1700-1799",
4083173,"1600-1699",
4083173,"1700-1799",
4083237,"1700-1799",
4083245,"1700-1799",
4083263,"1700-1799",
4083272,"1700-1799",
4083283,"1700-1799",
4083291,"1700-1799",
4083299,"1700-1799",
4083307,"1700-1799",
4083315,"1700-1799",
4083326,"1700-1799",
4083335,"1700-1799",
4083342,"1600-1699",
4083353,"1600-1699",
4083363,"1600-1699",
4083371,"1600-1699",
4083381,"1600-1699",
4083391,"1600-1699",
4083397,"1600-1699",
4083408,"1600-1699",
4083425,"1700-1799",
4083441,"1700-1799",
4083451,"1700-1799",
4083459,"1700-1799",
4083467,"1700-1799",
4083476,"1700-1799",
4083485,"1700-1799",
4083493,"1700-1799",
4083502,"1700-1799",
4083510,"1700-1799",
4083519,"1700-1799",
4083529,"1700-1799",
4083540,"1700-1799",
4083545,"1770-1779",
4083554,"1700-1799",
4083566,"1700-1799",
4083575,"1700-1799",
4083583,"1700-1799",
4083592,"1700-1799",
4083599,"1700-1799",
4083607,"1700-1799",
4083616,"1700-1799",
4083625,"1700-1799",
4083636,"1700-1799",
4083653,"1700-1799",
4083677,"1600-1699",
4083703,"1600-1699",
4083812,"1700-1799",
4083821,"1600-1699",
4083827,"1600-1699",
4083836,"1700-1799",
4083845,"1700-1799",
4083853,"1600-1699",
4083862,"1700-1799",
4083869,"1700-1799",
4083877,"1700-1799",
4083887,"1700-1799",
4083895,"1700-1799",
4083953,"1700-1799",
4083971,"1700-1799",
4084031,"1300-1399",
4084044,"1300-1399",
4084115,"1660-1669",
4084139,"1600-1699",
4084164,"1690-1699",
4084189,"1600-1699",
4084216,"1600-1609",
4084234,"1500-1599",
4084242,"1600-1699",
4084264,"1600-1699",
4084274,"1600-1699",
4084329,"1600-1699",
4084335,"1600-1699",
4084366,"1700-1799",
4084376,"1700-1799",
4084383,"1500-1599",
4084398,"To 499",
4084406,"to 999",
4084416,"1000-1100",
4084422,"1000-1099",
4084508,"1600-1699",
4084518,"1700-1799",
4084525,"1700-1799",
4084532,"1700-1799",
4084544,"1700-1799",
4084552,"1700-1799",
4084561,"1700-1799",
4084568,"1700-1799",
4084575,"1700-1799",
4084585,"1700-1799",
4084592,"1700-1799",
4084603,"1700-1799",
4084611,"1700-1799",
4084619,"1500-1599",
4084643,"1700-1799",
4084654,"1600-1699",
4084665,"1700-1799",
4084672,"1700-1799",
4084681,"1700-1799",
4084690,"1700-1799",
4084697,"1700-1799",
4084706,"1700-1799",
4115724,"Colonial period, ca. 1600-1775",
4117433,"1700-1799",
4117440,"1700-1799",
4117547,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
4117563,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
4117628,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
4117636,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
4117760,"1645-1655",
4119238,"1800-1819",
4119238,"1810-1819",
4122988,"1800-1899",
4124515,"1800-1899",
4124542,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4124556,"To 1533",
4124556,"1533-1613",
4126490,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126493,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126500,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126520,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126551,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126555,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126578,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126589,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126617,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126632,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126651,"16th century","http://id.loc.gov/authorities/subjects/sh2002012470"
4126664,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4126697,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126714,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126722,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4126962,"Colonial period, ca. 1600-1775",
4126981,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4127020,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4127055,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4127118,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4127139,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4127370,"1700-1799",
4127410,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4127570,"19th century",
4127892,"19th century","http://id.loc.gov/authorities/subjects/sh2002012475"
4130007,"French and Indian War, 1755-1763",
4130016,"French and Indian War, 1755-1763",
4130123,"Colonial period, ca. 1600-1775",
4130130,"Revolution, 1775-1783",
4130145,"Revolution, 1775-1783",
4130145,"Siege, 1775-1776",
4130175,"Revolution, 1775-1783",
4130207,"Revolution, 1775-1783",
4130217,"Revolution, 1775-1783",
4130221,"Revolution, 1775-1783",
4130226,"Revolution, 1775-1783",
4130231,"Revolution, 1775-1783",
4130235,"Revolution, 1775-1783",
4130300,"Revolution, 1775-1783",
4130361,"Revolution, 1775-1783",
4130376,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4130383,"Siege, 1762",
4130389,"Siege, 1762",
4130392,"Siege, 1762",
4130418,"Revolution, 1775-1783",
4130450,"Revolution, 1775-1783",
4130623,"Revolution, 1775-1783",
4130628,"Revolution, 1775-1783",
4130630,"Revolution, 1775-1783",
4130665,"Revolution, 1775-1783",
4130690,"Revolution, 1775-1783",
4130714,"Colonial period, ca. 1600-1775",
4130732,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4130803,"Revolution, 1775-1783",
4130822,"Revolution, 1775-1783",
4130869,"Revolution, 1775-1783",
4130971,"Colonial period, ca. 1600-1775",
4131020,"Revolution, 1775-1783",
4131090,"Colonial period, ca. 1600-1775",
4131681,"Colonial period, ca. 1600-1775",
4131758,"Revolution, 1775-1783",
4131814,"Revolution, 1775-1783",
4132347,"Revolution, 1775-1783",
4132354,"Revolution, 1775-1783",
4132882,"Revolution, 1775-1783",
4132949,"Revolution, 1775-1783",
4133294,"Revolution, 1775-1783",
4134167,"Revolution, 1775-1783",
4134597,"Revolution, 1775-1783",
4134606,"Revolution, 1775-1783",
4134634,"1800-1899",
4134636,"Revolution, 1775-1783",
4135108,"1800-1899",
4135805,"Revolution, 1775-1783",
4136515,"Revolution, 1775-1783",
4136515,"Siege, 1781",
4136885,"Revolution, 1775-1783",
4136885,"Siege, 1781",
4137061,"Revolution, 1775-1783",
4137362,"Revolution, 1775-1783",
4137897,"1517-1882",
4137897,"1600-1699",
4137919,"Revolution, 1775-1783",
4137927,"Revolution, 1775-1783",
4137995,"1870-1879",
4137995,"1800-1899",
4138041,"Revolution, 1791-1804",
4138309,"Revolution, 1775-1783",
4138585,"Revolution, 1775-1783",
4138980,"French and Indian War, 1755-1763",
4139039,"French and Indian War, 1755-1763",
4139232,"Revolution, 1775-1783",
4139618,"Revolution, 1775-1783",
4139633,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4139737,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4139753,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4139810,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4139832,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4139836,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4139849,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4140081,"Revolution, 1775-1783",
4140105,"Colonial period, ca. 1600-1775",
4140275,"Revolution, 1775-1783",
4140279,"Revolution, 1775-1783",
4140289,"Revolution, 1775-1783",
4140320,"Revolution, 1775-1783",
4140325,"Revolution, 1775-1783",
4140334,"Revolution, 1775-1783",
4140338,"Revolution, 1775-1783",
4140343,"Revolution, 1775-1783",
4140523,"Revolution, 1775-1783",
4140606,"Revolution, 1775-1783",
4141071,"Revolution, 1775-1783",
4141104,"Revolution, 1775-1783",
4141115,"To 1899",
4141130,"Revolution, 1775-1783",
4141138,"Revolution, 1775-1783",
4141164,"Revolution, 1775-1783",
4141168,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4141404,"Revolution, 1775-1783",
4141459,"Revolution, 1775-1783",
4141651,"Revolution, 1775-1783",
4141772,"Revolution, 1775-1783",
4141794,"Revolution, 1775-1783",
4141848,"Revolution, 1775-1783",
4141909,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142044,"Revolution, 1775-1783",
4142320,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142344,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142349,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142362,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142391,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142396,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142404,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4142429,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4142436,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4142483,"French and Indian War, 1755-1763",
4143063,"Revolution, 1775-1783",
4143152,"Revolution, 1775-1783",
4143212,"Revolution, 1775-1783",
4143232,"Revolution, 1775-1783",
4143253,"Revolution, 1775-1783",
4143430,"Revolution, 1775-1783",
4143463,"Revolution, 1775-1783",
4143509,"Colonial period, ca. 1600-1775",
4143515,"Colonial period, ca. 1600-1775",
4143537,"Colonial period, ca. 1600-1775",
4143680,"Revolution, 1775-1783",
4145182,"Revolution, 1775-1783",
4145614,"Revolution, 1775-1783",
4146714,"1900-1999",
4147342,"Revolution, 1775-1783",
4148161,"Revolution, 1775-1783",
4148618,"To 1899",
4153397,"Siege, 1870-1871",
4153400,"Siege, 1870-1871",
4153406,"Siege, 1870-1871",
4153411,"Siege, 1870-1871",
4153415,"Siege, 1870-1871",
4158026,"To 1868","http://id.loc.gov/authorities/subjects/sh2002012460"
4158033,"1840-1849",
4161307,"Revolution, 1775-1783",
4161310,"Revolution, 1775-1783",
4161316,"Revolution, 1775-1783",
4163569,"Revolution, 1775-1783",
4164926,"Colonial period, ca. 1600-1775",
4166101,"Colonial period, ca. 1600-1775",
4166109,"Colonial period, ca. 1600-1775",
4166237,"French and Indian War, 1755-1763",
4166404,"French and Indian War, 1755-1763",
4166541,"French and Indian War, 1755-1763",
4166549,"French and Indian War, 1755-1763",
4166556,"French and Indian War, 1755-1763",
4166578,"French and Indian War, 1755-1763",
4166594,"Colonial period, ca. 1600-1775",
4166676,"Revolution, 1775-1783",
4166722,"Colonial period, ca. 1600-1775",
4166910,"Revolution, 1775-1783",
4166919,"Revolution, 1775-1783",
4166953,"Revolution, 1775-1783",
4166961,"Revolution, 1775-1783",
4167051,"Revolution, 1775-1783",
4167061,"Revolution, 1775-1783",
4167076,"Revolution, 1775-1783",
4167089,"Revolution, 1775-1783",
4168037,"Revolution, 1775-1783",
4169615,"Revolution, 1775-1783",
4170896,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4170987,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4171089,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4171104,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4171117,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4171162,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4171167,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4171355,"Siege, 1781",
4173028,"Colonial period, ca. 1600-1775",
4173273,"Siege, 1781",
4173482,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4173599,"Revolution, 1775-1783",
4173662,"Revolution, 1775-1783",
4174084,"Colonial period, ca. 1600-1775",
4174132,"War of 1812",
4174893,"Revolution, 1775-1783",
4174902,"Revolution, 1775-1783",
4174946,"Revolution, 1775-1783",
4174961,"Revolution, 1775-1783",
4174971,"Revolution, 1775-1783",
4174981,"Revolution, 1775-1783",
4175012,"Revolution, 1775-1783",
4175038,"Revolution, 1775-1783",
4175109,"Revolution, 1775-1783",
4175141,"Revolution, 1775-1783",
4179651,"Regency, 1715-1723",
4179656,"Regency, 1715-1723",
4179662,"Regency, 1715-1723",
4179692,"Wars of the Vendée, 1793-1832",
4179700,"Wars of the Vendée, 1793-1832",
4179710,"Wars of the Vendée, 1793-1832",
4179718,"Wars of the Vendée, 1793-1832",
4184956,"19th century","http://id.loc.gov/authorities/subjects/sh2002012475"
4185245,"Siege, 1870-1871",
4185377,"19th century","http://id.loc.gov/authorities/subjects/sh2002012475"
4185382,"Siege, 1870-1871",
4185387,"Siege, 1870-1871",
4187716,"Civil War, 1861-1865",
4187721,"Civil War, 1861-1865",
4187732,"Civil War, 1861-1865",
4187740,"Civil War, 1861-1865",
4187748,"Civil War, 1861-1865",
4187756,"Civil War, 1861-1865",
4187761,"Civil War, 1861-1865",
4187769,"Civil War, 1861-1865",
4187778,"Civil War, 1861-1865",
4187785,"Civil War, 1861-1865",
4187796,"Civil War, 1861-1865",
4187804,"Civil War, 1861-1865",
4187810,"Civil War, 1861-1865",
4187817,"Civil War, 1861-1865",
4187827,"Civil War, 1861-1865",
4187833,"Civil War, 1861-1865",
4187841,"Civil War, 1861-1865",
4187846,"Civil War, 1861-1865",
4187853,"Civil War, 1861-1865",
4187862,"Civil War, 1861-1865",
4187867,"Civil War, 1861-1865",
4187876,"Civil War, 1861-1865",
4187885,"Civil War, 1861-1865",
4187891,"Civil War, 1861-1865",
4187902,"Civil War, 1861-1865",
4187914,"Civil War, 1861-1865",
4187925,"Civil War, 1861-1865",
4187932,"Civil War, 1861-1865",
4187941,"Civil War, 1861-1865",
4187951,"Civil War, 1861-1865",
4187962,"Civil War, 1861-1865",
4187972,"Civil War, 1861-1865",
4187981,"Civil War, 1861-1865",
4187989,"Civil War, 1861-1865",
4187999,"Civil War, 1861-1865",
4188006,"Civil War, 1861-1865",
4188014,"Civil War, 1861-1865",
4188023,"Civil War, 1861-1865",
4188031,"Civil War, 1861-1865",
4188038,"Civil War, 1861-1865",
4188044,"Civil War, 1861-1865",
4188054,"Civil War, 1861-1865",
4188064,"Civil War, 1861-1865",
4188072,"Civil War, 1861-1865",
4188082,"Civil War, 1861-1865",
4188087,"Civil War, 1861-1865",
4188095,"Civil War, 1861-1865",
4188105,"Civil War, 1861-1865",
4188114,"Civil War, 1861-1865",
4188123,"Civil War, 1861-1865",
4188128,"Civil War, 1861-1865",
4188137,"Civil War, 1861-1865",
4188144,"Civil War, 1861-1865",
4188150,"Civil War, 1861-1865",
4188157,"Civil War, 1861-1865",
4188164,"Civil War, 1861-1865",
4188173,"Civil War, 1861-1865",
4188180,"Civil War, 1861-1865",
4188190,"Civil War, 1861-1865",
4188197,"Civil War, 1861-1865",
4188204,"Civil War, 1861-1865",
4188213,"Civil War, 1861-1865",
4188220,"Civil War, 1861-1865",
4188228,"Civil War, 1861-1865",
4188238,"Civil War, 1861-1865",
4188244,"Civil War, 1861-1865",
4188251,"Civil War, 1861-1865",
4188261,"Civil War, 1861-1865",
4188270,"Civil War, 1861-1865",
4188277,"Civil War, 1861-1865",
4188285,"Civil War, 1861-1865",
4188293,"Civil War, 1861-1865",
4188299,"Civil War, 1861-1865",
4188308,"Civil War, 1861-1865",
4188315,"Civil War, 1861-1865",
4188322,"Civil War, 1861-1865",
4188330,"Civil War, 1861-1865",
4188334,"Civil War, 1861-1865",
4188337,"Civil War, 1861-1865",
4188345,"Civil War, 1861-1865",
4188352,"Civil War, 1861-1865",
4188359,"Civil War, 1861-1865",
4188366,"Civil War, 1861-1865",
4188373,"Civil War, 1861-1865",
4188384,"Civil War, 1861-1865",
4188393,"Civil War, 1861-1865",
4188393,"1862",
4188402,"Civil War, 1861-1865",
4188409,"Civil War, 1861-1865",
4188419,"Civil War, 1861-1865",
4188428,"Civil War, 1861-1865",
4188435,"Civil War, 1861-1865",
4188445,"Civil War, 1861-1865",
4188445,"1863",
4188452,"Civil War, 1861-1865",
4188461,"Civil War, 1861-1865",
4188470,"Civil War, 1861-1865",
4188475,"Civil War, 1861-1865",
4188485,"Civil War, 1861-1865",
4188491,"Civil War, 1861-1865",
4188500,"Civil War, 1861-1865",
4188508,"Civil War, 1861-1865",
4188516,"Civil War, 1861-1865",
4188524,"Civil War, 1861-1865",
4188532,"Civil War, 1861-1865",
4188540,"Civil War, 1861-1865",
4188549,"Civil War, 1861-1865",
4188557,"Civil War, 1861-1865",
4188565,"Civil War, 1861-1865",
4188572,"Civil War, 1861-1865",
4188578,"Civil War, 1861-1865",
4188587,"Civil War, 1861-1865",
4188593,"Civil War, 1861-1865",
4188604,"Civil War, 1861-1865",
4188609,"Civil War, 1861-1865",
4188619,"Civil War, 1861-1865",
4188626,"Civil War, 1861-1865",
4188626,"Siege, 1864-1865",
4188633,"Civil War, 1861-1865",
4188642,"Civil War, 1861-1865",
4188650,"Civil War, 1861-1865",
4188657,"Civil War, 1861-1865",
4188664,"Civil War, 1861-1865",
4188670,"Civil War, 1861-1865",
4188681,"Civil War, 1861-1865",
4188687,"Civil War, 1861-1865",
4188694,"Civil War, 1861-1865",
4188703,"Civil War, 1861-1865",
4188711,"Civil War, 1861-1865",
4188719,"Civil War, 1861-1865",
4188725,"Civil War, 1861-1865",
4188732,"Civil War, 1861-1865",
4188739,"Civil War, 1861-1865",
4188749,"Civil War, 1861-1865",
4188756,"Civil War, 1861-1865",
4188764,"Civil War, 1861-1865",
4188772,"Civil War, 1861-1865",
4188779,"Civil War, 1861-1865",
4188787,"Civil War, 1861-1865",
4188795,"Civil War, 1861-1865",
4188803,"Civil War, 1861-1865",
4188812,"Civil War, 1861-1865",
4188823,"Civil War, 1861-1865",
4188829,"Civil War, 1861-1865",
4188839,"Civil War, 1861-1865",
4188846,"Civil War, 1861-1865",
4188854,"Civil War, 1861-1865",
4188859,"Civil War, 1861-1865",
4188866,"Civil War, 1861-1865",
4188873,"Civil War, 1861-1865",
4188880,"Civil War, 1861-1865",
4188885,"Civil War, 1861-1865",
4188897,"Civil War, 1861-1865",
4188904,"Civil War, 1861-1865",
4188921,"Civil War, 1861-1865",
4188930,"Civil War, 1861-1865",
4188912,"Civil War, 1861-1865",
4188939,"Civil War, 1861-1865",
4188946,"Civil War, 1861-1865",
4188964,"Civil War, 1861-1865",
4188964,"1860-1869",
4188974,"Civil War, 1861-1865",
4188984,"Civil War, 1861-1865",
4188984,"1860-1869",
4188993,"Civil War, 1861-1865",
4189004,"Civil War, 1861-1865",
4189016,"Civil War, 1861-1865",
4189026,"Civil War, 1861-1865",
4189035,"Civil War, 1861-1865",
4189035,"1862",
4189046,"Civil War, 1861-1865",
4189057,"Civil War, 1861-1865",
4189057,"Siege, 1864-1865",
4189067,"Civil War, 1861-1865",
4189078,"Civil War, 1861-1865",
4189098,"Civil War, 1861-1865",
4189106,"Civil War, 1861-1865",
4189116,"Civil War, 1861-1865",
4189123,"Civil War, 1861-1865",
4189134,"Civil War, 1861-1865",
4189141,"Civil War, 1861-1865",
4189150,"Civil War, 1861-1865",
4189159,"Civil War, 1861-1865",
4189167,"Civil War, 1861-1865",
4189176,"Civil War, 1861-1865",
4189183,"Civil War, 1861-1865",
4189193,"Civil War, 1861-1865",
4189201,"Civil War, 1861-1865",
4189208,"Civil War, 1861-1865",
4189218,"Civil War, 1861-1865",
4189227,"Civil War, 1861-1865",
4189237,"Civil War, 1861-1865",
4189246,"Civil War, 1861-1865",
4189255,"Civil War, 1861-1865",
4189650,"Civil War, 1861-1865",
4189661,"Civil War, 1861-1865",
4189674,"Civil War, 1861-1865",
4189682,"Civil War, 1861-1865",
4189689,"Civil War, 1861-1865",
4189696,"Civil War, 1861-1865",
4189705,"Civil War, 1861-1865",
4189712,"Civil War, 1861-1865",
4189783,"1860-1869",
4191499,"Civil War, 1861-1865",
4194203,"1800-1899",
4194210,"1800-1899",
4205681,"1800-1899",
4211948,"1930-1939",
4212244,"1789-1799",
4212835,"1789-1799",
4213733,"1789-1799",
4214632,"1789-1799",
4215445,"1789-1799",
4216372,"1789-1799",
4217276,"1789-1799",
4234085,"1910-1919",
4236945,"18th century","http://id.loc.gov/authorities/subjects/sh2002012474"
4236945,"19th century","http://id.loc.gov/authorities/subjects/sh2002012475"
4237403,"1910-1919",
4237406,"1910-1919",
4237411,"1910-1919",
4237414,"1910-1919",
4237418,"1910-1919",
4237418,"1900-1999",
4237423,"1910-1919",
4237426,"1910-1919",
4237431,"1910-1919",
4237433,"1910-1919",
4237436,"1910-1919",
4263713,"Revolution, 1775-1783",
4264345,"Civil War, 1861-1865",
4265483,"Revolution, 1775-1783",
4268033,"Civil War, 1861-1865",
4268373,"Civil War, 1861-1865",
4268384,"Civil War, 1861-1865",
4268397,"Civil War, 1861-1865",
4270204,"Civil War, 1861-1865",
4271009,"Civil War, 1861-1865",
4271011,"Civil War, 1861-1865",
4272571,"Civil War, 1861-1865",
4272653,"Civil War, 1861-1865",
4280286,"Revolution, 1775-1783",
4280289,"French and Indian War, 1755-1763",
4280868,"Revolution, 1775-1783",
4280883,"Revolution, 1775-1783",
4282025,"Revolution, 1775-1783",
4282182,"Revolution, 1775-1783",
4282186,"Revolution, 1775-1783",
4282189,"Revolution, 1775-1783",
4282195,"Revolution, 1775-1783",
4282240,"Revolution, 1775-1783",
4282384,"Revolution, 1775-1783",
4284961,"19th century","http://id.loc.gov/authorities/subjects/sh2002012475"
4284967,"19th century","http://id.loc.gov/authorities/subjects/sh2002012475"
4285026,"19th century","http://id.loc.gov/authorities/subjects/sh2002012475"
4293450,"Civil War, 1861-1865",
4309569,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309571,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309574,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309577,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309580,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309583,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309586,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309590,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
