databaseID,temporalSubjectText,temporalSubjectURI
3690498,"1890-1899",
3690565,"1880-1889",
3690580,"1890-1899",
3690605,"To 1899",
3690615,"To 1899",
3690615,"1890-1899",
3690615,"1800-1899",
3690713,"1890-1899",
3690743,"1891-1900",
3690796,"1890-1899",
3690835,"1890-1899",
3690850,"1880-1889",
3690863,"1890-1899",
3690875,"1800-1899",
3690875,"To 1899",
3690909,"1800-1899",
3690920,"1800-1899",
3690964,"1890-1899",
3690964,"1800-1899",
3691045,"1890-1899",
3691060,"1890-1899",
3691071,"1890-1899",
3691133,"1891-1900",
3691278,"1890-1899",
3691596,"1890-1899",
3691620,"1800-1899",
3691650,"To 1899",
3691688,"1880-1889",
3691704,"1880-1889",
3691785,"1890-1899",
3691775,"1890-1899",
3691795,"1890-1899",
3691801,"1890-1899",
3691814,"1890-1899",
3691824,"1890-1899",
3691904,"1890-1899",
3691914,"1880-1889",
3691929,"1890-1899",
3691976,"1890-1899",
3691987,"19th century",
3692025,"1890-1899",
3692039,"1890-1899",
3692039,"1800-1899",
3692048,"1800-1899",
3692115,"1890-1899",
3692126,"1890-1899",
3692136,"1890-1899",
3692147,"1890-1899",
3692159,"1890-1899",
3692185,"1890-1899",
3692195,"1890-1899",
3692245,"1890-1899",
3692256,"1890-1899",
3692287,"1890-1899",
3692300,"1890-1899",
3692307,"1890-1899",
3692320,"1890-1899",
3692331,"1890-1899",
3692340,"1890-1899",
3692351,"1890-1899",
3692361,"1890-1899",
3692371,"1890-1899",
3692404,"1800-1899",
3692416,"1800-1899",
3692416,"1890-1920",
3692426,"1800-1899",
3692437,"1800-1899",
3692437,"1890-1920",
3692449,"1800-1899",
3692449,"1890-1920",
3692460,"1800-1899",
3692460,"1890-1920",
3692474,"1800-1899",
3692474,"1890-1920",
3692489,"1800-1899",
3692501,"1800-1899",
3692501,"1890-1920",
3692512,"1800-1899",
3692512,"1890-1920",
3692525,"1800-1899",
3692525,"1890-1920",
3692538,"1800-1899",
3692538,"1890-1920",
3692550,"1800-1899",
3692550,"1890-1920",
3692561,"1880-1889",
3692574,"1880-1889",
3692590,"1880-1889",
3692603,"1880-1889",
3692617,"1880-1889",
3692630,"1880-1889",
3692644,"1880-1889",
3692656,"To 1899",
3692674,"1800-1899",
3692718,"1800-1899",
3692726,"1800-1899",
3692793,"1890-1899",
3692793,"1800-1899",
3692809,"1890-1899",
3692809,"1800-1899",
3692822,"1800-1899",
3692838,"1890-1899",
3692838,"1800-1899",
3692851,"1890-1899",
3692857,"1890-1899",
3692878,"1800-1899",
3692887,"1890-1899",
3692934,"1890-1899",
3692967,"1890-1899",
3692977,"1890-1899",
3692984,"1890-1899",
3693011,"1800-1899",
3693017,"Revolution, 1775-1783",
3693017,"1700-1799",
3693029,"Revolution, 1775-1783",
3693029,"1700-1799",
3693057,"1800-1899",
3693091,"1800-1899",
3693106,"1800-1899",
3693120,"1800-1899",
3693132,"1800-1899",
3693145,"1800-1899",
3693158,"1890-1899",
3693158,"1800-1899",
3693197,"1890-1899",
3693197,"1800-1899",
3693205,"1890-1899",
3693218,"1890-1899",
3693246,"1890-1899",
3693289,"1890-1899",
3693304,"1800-1899",
3693304,"1890-1899",
3693317,"1890-1899",
3693332,"1890-1899",
3693343,"1890-1899",
3693356,"1890-1899",
3693372,"1890-1899",
3693385,"1890-1899",
3693413,"1800-1899",
3693413,"1890-1899",
3693447,"1890-1899",
3693458,"1800-1899",
3693483,"1800-1899",
3693519,"1890-1899",
3693519,"1800-1899",
3693543,"y1800-1899",
3693570,"1800-1899",
3693581,"1800-1899",
3693597,"1800-1899",
3693639,"1890-1899",
3693691,"1890-1899",
3693719,"1890-1899",
3693732,"1890-1899",
3693744,"1890-1899",
3693759,"1890-1899",
3693837,"1890-1899",
3693870,"1890-1899",
3693885,"1890-1899",
3693982,"1890-1899",
3693982,"1800-1899",
3693994,"1890-1899",
3694002,"1890-1899",
3694017,"1880-1889",
3694017,"1890-1899",
3694042,"1890-1899",
3694143,"1890-1899",
3694153,"1800-1899",
3694163,"1890-1899",
3694171,"1890-1899",
3694196,"1800-1899",
3694210,"1800-1899",
3694239,"1890-1899",
3694246,"1800-1899",
3694322,"1890-1899",
3694392,"1890-1899",
3694484,"1800-1899",
3694574,"1800-1899",
3695047,"1890-1899",
3695058,"1890-1899",
3695094,"1890-1899",
3695184,"1890-1899",
3695453,"To 1899",
3695533,"1900-1909",
3695567,"1891-1900",
3695610,"1890-1899",
3695804,"To 1899",
3695817,"To 1899",
3695945,"1890-1899",
3695975,"1890-1899",
3696251,"1800-1899",
3696299,"1700-1799",
3696310,"1800-1899",
3696533,"1890-1899",
3696533,"1800-1899",
3696783,"1890-1899",
3697174,"1890-1899",
3697254,"1890-1899",
3697370,"1800-1899",
3697392,"1800-1899",
3697458,"1891-1900",
3697549,"1890-1899",
3697716,"1890-1899",
3697728,"1890-1899",
3697739,"1890-1899",
3697753,"1890-1899",
3697781,"1890-1899",
3698329,"Civil War, 1861-1865",
3698329,"1900-1909",
3698345,"Civil War, 1861-1865",
3698345,"1900-1909",
3698354,"Civil War, 1861-1865",
3698354,"1900-1909",
3698365,"Civil War, 1861-1865",
3698365,"1900-1909",
3698375,"Civil War, 1861-1865",
3698375,"1900-1909",
3698389,"Civil War, 1861-1865",
3698389,"1900-1909",
3698403,"Civil War, 1861-1865",
3698403,"1900-1909",
3698434,"Civil War, 1861-1865",
3698434,"1900-1909",
3698449,"Civil War, 1861-1865",
3698449,"1900-1909",
3698530,"1900-1909",
3698737,"1900-1909",
3698958,"1900-1909",
3699349,"1900-1909",
3699364,"1900-1909",
3699379,"1900-1909",
3699672,"1900-1909",
3699688,"1900-1909",
3699699,"1900-1909",
3699714,"1900-1909",
3699728,"1900-1909",
3699743,"1900-1909",
3699761,"1900-1909",
3699770,"1900-1909",
3699779,"1900-1909",
3699789,"1900-1909",
3699799,"1900-1909",
3699810,"1900-1909",
3699824,"1900-1909",
3699834,"1900-1909",
3699847,"1900-1909",
3699877,"1900-1909",
3699886,"1900-1909",
3699897,"1900-1909",
3699906,"1900-1909",
3699944,"1900-1999",
3699944,"1900-1909",
3699993,"1900-1999",
3700022,"1900-1909",
3700031,"1900-1909",
3700814,"1900-1999",
3700905,"1900-1909",
3700916,"1900-1909",
3701444,"1900-1909",
3701458,"1900-1909",
3701552,"1900-1909",
3701577,"1900-1909",
3702001,"1900-1909",
3702050,"1900-1909",
3702652,"Boxer Rebellion, 1899-1901",
3703157,"1900-1909",
3703169,"1900-1909",
3703181,"1900-1909",
3703190,"1900-1909",
3703203,"1900-1909",
3703215,"1900-1909",
3703230,"1900-1909",
3703241,"Civil War, 1861-1865",
3703344,"1900-1909",
3703576,"1900-1909",
3703665,"1900-1909",
3703676,"1900-1909",
3703688,"1900-1909",
3703786,"1900-1909",
3703799,"1900-1909",
3704028,"1900-1909",
3704214,"1900-1909",
3704225,"1900-1909",
3704235,"1900-1909",
3704245,"1900-1909",
3704432,"1900-1909",
3704482,"1900-1999",
3704562,"1900-1909",
3704639,"1900-1999",
3704652,"1900-1909",
3704847,"1900-1909",
3704946,"1900-1909",
3704956,"1900-1909",
3705058,"1900-1909",
3705117,"1900-1909",
3705373,"1900-1909",
3705800,"1900-1999",
3705800,"1900-1909",
3705828,"1900-1909",
3705980,"1900-1999",
3706045,"1900-1909",
3706059,"1900-1909",
3706146,"1900-1999",
3706159,"1900-1999",
3706204,"1901-1910",
3706215,"1900-1999",
3706295,"1900-1909",
3706327,"1900-1999",
3706339,"1900-1999",
3706443,"1900-1909",
3706580,"1900-1909",
3706616,"1900-1909",
3706746,"1900-1909",
3706776,"1900-1999",
3706987,"1900-1909",
3707243,"1900-1909",
3707254,"1900-1909",
3707254,"Civil War, 1861-1865",
3707270,"1900-1909",
3707270,"Civil War, 1861-1865",
3707281,"1900-1909",
3707281,"Civil War, 1861-1865",
3707290,"1900-1909",
3707290,"Civil War, 1861-1865",
3707304,"1900-1999",
3707304,"1900-1909",
3707304,"Civil War, 1861-1865",
3707329,"1900-1909",
3707329,"Civil War, 1861-1865",
3707603,"1900-1909",
3707737,"1900-1909",
3707754,"1900-1909",
3708052,"1900-1909",
3708066,"1900-1909",
3708076,"1900-1909",
3708090,"1900-1909",
3708098,"1900-1909",
3708112,"1900-1909",
3708244,"1900-1909",
3708253,"1900-1909",
3708253,"1900-1999",
3708522,"1900-1909",
3708531,"1900-1909",
3708531,"1900-1999",
3708611,"1900-1909",
3708620,"1900-1909",
3708634,"1900-1909",
3708647,"1900-1909",
3708658,"1900-1909",
3708671,"1900-1909",
3708684,"1900-1909",
3708696,"1900-1909",
3708707,"1900-1909",
3708731,"1900-1909",
3708741,"1900-1909",
3708785,"1900-1909",
3708887,"1900-1999",
3708999,"1900-1909",
3709010,"1900-1909",
3709385,"1900-1999",
3710034,"1900-1999",
3710049,"1900-1999",
3710049,"1900-1909",
3710375,"1900-1999",
3710828,"1900-1909",
3710846,"1900-1909",
3710858,"1900-1909",
3710875,"1900-1909",
3710955,"1900-1909",
3710968,"1901-1910",
3711234,"1901-1910",
3711245,"1901-1910",
3711261,"1901-1910",
3711272,"1901-1910",
3711297,"1900-1909",
3711309,"1901-1910",
3711391,"1900-1909",
3711402,"1900-1909",
3711411,"1900-1909",
3712378,"1900-1909",
3712459,"1900-1999",
3712459,"Civil War, 1861-1865",
3712476,"1900-1999",
3712476,"Civil War, 1861-1865",
3712586,"1900-1909",
3712826,"1900-1909",
3712932,"1900-1999",
3713141,"1900-1999",
3713141,"1900-1909",
3713225,"1900-1999",
3713310,"1900-1909",
3713435,"1900-1909",
3713725,"Civil War, 1861-1865",
3713725,"1900-1909",
3713846,"1900-1999",
3714096,"1900-1909",
3714205,"1900-1999",
3714252,"1900-1999",
3714596,"1900-1999",
3807957,"French and Indian War, 1755-1763",
3808622,"To 1899",
3808812,"Revolution, 1775-1783",
3811456,"Revolution, 1775-1783",
3811660,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
3851584,"1910-1919",
3874745,"1500-1599",
3874777,"1500-1599",
3885759,"To 1200 B.C",
3917363,"1400-1499",
3917450,"1400-1499",
3917454,"1400-1499",
3917464,"1400-1499",
3917472,"1400-1499",
3917486,"1400-1499",
3917489,"1400-1499",
3917492,"1400-1499",
3917494,"1400-1499",
3917496,"1400-1499",
3917509,"1400-1499",
3917516,"1400-1499",
3917555,"1400-1499",
3917558,"1400-1499",
3917582,"1400-1499",
3917660,"1400-1499",
3917674,"1400-1499",
3917689,"1400-1499",
3917802,"1400-1499",
3917819,"1400-1499",
3917978,"1400-1499",
3918077,"To 499",
3919323,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
3919325,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
3938216,"1890",
3938216,"1899",
3938232,"1890",
3938232,"1899",
3938261,"1880",
3938261,"1889",
3940014,"Colonial period, ca. 1600-1775",
3940195,"Colonial period, ca. 1600-1775",
3941504,"Ottoman Empire, 1288-1918",
3942149,"Colonial period, ca. 1600-1775",
3942706,"Revolution, 1775-1783",
3942713,"Revolution, 1775-1783",
3942718,"Revolution, 1775-1783",
3942728,"Revolution, 1775-1783",
3942728,"1775-1783",
3942733,"Revolution, 1775-1783",
3942733,"1775-1783",
3942739,"Revolution, 1775-1783",
3942739,"1775-1783",
3942745,"Revolution, 1775-1783",
3942745,"1775-1783",
3942749,"Revolution, 1775-1783",
3942749,"1775-1783",
3942755,"Revolution, 1775-1783",
3942755,"1775-1783",
3942774,"Colonial period, ca. 1600-1775",
3942781,"Colonial period, ca. 1600-1775",
3942897,"Revolution, 1775-1783",
3942910,"Revolution, 1775-1783",
3942916,"Revolution, 1775-1783",
3943443,"Colonial period, ca. 1600-1775",
3943495,"To 1800",
3943500,"To 1800",
3943504,"To 1800",
3943508,"To 1800",
3943513,"To 1800",
3943518,"To 1800",
3943522,"To 1800",
3943526,"To 1800",
3943529,"To 1800",
3943535,"To 1800",
3943539,"To 1800",
3943542,"To 1800",
3943547,"To 1800",
3943551,"To 1800",
3943556,"To 1800",
3943559,"To 1800",
3943563,"To 1800",
3943568,"To 1800",
3943571,"To 1800",
3943576,"To 1800",
3943580,"To 1800",
3943583,"To 1800",
3943588,"To 1800",
3943592,"To 1800",
3943596,"To 1800",
3943603,"To 1800",
3943605,"To 1800",
3943610,"To 1800",
3943614,"To 1800",
3943620,"To 1800",
3943623,"To 1800",
3943627,"To 1800",
3943631,"To 1800",
3943635,"To 1800",
3943640,"To 1800",
3943645,"To 1800",
3943649,"To 1800",
3943653,"To 1800",
3943658,"To 1800",
3943662,"To 1800",
3943667,"To 1800",
3943670,"To 1800",
3943674,"To 1800",
3943679,"To 1800",
3943684,"To 1800",
3943687,"To 1800",
3943693,"To 1800",
3943697,"To 1800",
3943701,"To 1800",
3943707,"To 1800",
3943712,"To 1800",
3943715,"To 1800",
3943718,"To 1800",
3943823,"Colonial period, ca. 1600-1775",
3943829,"Colonial period, ca. 1600-1775",
3943838,"Colonial period, ca. 1600-1775",
3944946,"Revolution, 1775-1783",
3945114,"Revolution, 1775-1783",
3945248,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
3945290,"Revolution, 1775-1783",
3945775,"Revolution, 1775-1783",
3945788,"Revolution, 1775-1783",
3945795,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
3945800,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
3946033,"Revolution, 1775-1783",
3995481,"Civil War, 1861-1865",
4002157,"Early works to 1800","http://id.loc.gov/authorities/subjects/sh99001366"
4002874,"French and Indian War, 1755-1763",
4002893,"Siege, 1758",
4003128,"Revolution, 1775-1783",
4003136,"Revolution, 1775-1783",
4003146,"Revolution, 1775-1783",
4003153,"Revolution, 1775-1783",
4003184,"Revolution, 1775-1783",
4003200,"Revolution, 1775-1783",
4003209,"Revolution, 1775-1783",
4003217,"Revolution, 1775-1783",
4003228,"Revolution, 1775-1783",
4003236,"Revolution, 1775-1783",
4003268,"Revolution, 1775-1783",
4003294,"Siege, 1779",
4003311,"Siege, 1781",
4003311,"Revolution, 1775-1783",
4004115,"War of 1812",
4004125,"War of 1812",
4004137,"War of 1812",
4004165,"War of 1812",
4004177,"War of 1812",
4004177,"Capture by the British, 1814",
4004187,"War of 1812",
4004197,"War of 1812",
4004209,"War of 1812",
4004255,"War of 1812",
4005941,"War of 1812",
4006282,"Revolution, 1775-1783",
4007226,"Civil War, 1861-1865",
4007632,"Revolution, 1775-1783",
4019567,"1600-1699",
4019576,"1650-1659",
4019576,"1600-1699",
4019587,"1650-1659",
4019587,"1600-1699",
4019626,"1600-1699",
4019643,"1600-1699",
4019654,"1600-1699",
4019662,"1600-1699",
4019686,"1690-1699",
4019695,"1690-1699",
4019720,"1700-1799",
4019730,"1700-1799",
4019748,"1710-1719",
4019767,"1750-1759",
4019776,"1770-1779",
4019785,"To 1799",
4019804,"1700-1799",
4019876,"1700-1799",
4019884,"1700-1799",
4019892,"1700-1799",
4019900,"1840-1849",
4019910,"1700-1799",
4019919,"1770-1779",
4019937,"1770-1779",
4019952,"1700-1799",
4019961,"Revolution, 1775-1783",
4019961,"1700-1799",
4019970,"Revolution, 1775-1783",
4019970,"1700-1799",
4019978,"Revolution, 1775-1783",
4019985,"Revolution, 1775-1783",
4020000,"Revolution, 1775-1783",
4020000,"1770-1779",
4020010,"Revolution, 1775-1783",
4020010,"1776",
4020017,"Revolution, 1775-1783",
4020017,"1776",
4020103,"1700-1799",
4020113,"1700-1799",
4020131,"1700-1799",
4020131,"1790-1799",
4020146,"To 1899",
4020156,"1790-1799",
4020182,"1800-1899",
4020182,"To 1899",
4020193,"1700-1799",
4020200,"1700-1799",
4020241,"1790-1799",
4020255,"1800-1899",
4020264,"1800-1899",
4020281,"1800-1899",
4020291,"To 1899",
4020291,"1800-1810",
4020309,"1800-1899",
4020309,"1800-1809",
4020324,"1800-1899",
4020333,"1830-1839",
4020352,"1800-1899",
4020360,"1800-1899",
4020378,"1800-1899",
4020387,"1800-1899",
4020393,"1800-1899",
4020393,"1810-1819",
4020404,"1820-1829",
4020434,"1800-1899",
4020441,"1800-1899",
4020449,"1800-1899",
4020465,"1800-1899",
4020474,"1800-1899",
4020482,"1800-1899",
4020490,"1800-1899",
4020537,"1800-1899",
4020555,"1800-1899",
4020555,"1700-1799",
4020564,"1800-1899",
4020574,"1800-1899",
4020585,"1800-1899",
4020618,"1800-1899",
4020651,"1820-1829",
4020672,"1800-1899",
4020680,"1820-1829",
4020714,"1800-1899",
4020725,"1820-1829",
4020774,"1800-1899",
4020806,"1800-1899",
4020820,"1800-1899",
4020830,"1820-1829",
4020860,"1820-1829",
4020872,"1800-1899",
4020903,"1800-1899",
4020913,"1800-1899",
4020921,"1800-1899",
4020975,"1800-1899",
4021023,"1840-1849",
4021040,"1800-1899",
4021064,"1800-1899",
4021073,"1800-1899",
4021073,"1830-1839",
4021081,"1800-1899",
4021089,"1800-1899",
4021097,"1830-1839",
4021106,"To 1899",
4021115,"1800-1899",
4021125,"1800-1899",
4021132,"To 1899",
4021143,"To 1899",
4021170,"1830-1839",
4021180,"1830-1839",
4021187,"1800-1899",
4021205,"1890-1899",
4021205,"1800-1899",
4021218,"1800-1899",
4021218,"1830-1839",
4021228,"1800-1899",
4021228,"1830-1839",
4021240,"1800-1899",
4021240,"1830-1839",
4021240,"1890-1899",
4021250,"1800-1899",
4021260,"1800-1899",
4021270,"1800-1899",
4021306,"1800-1899",
4021306,"To 1899",
4021323,"1890-1899",
4021323,"1800-1899",
4021334,"To 1899",
4021344,"1800-1899",
4021344,"1830-1839",
4021352,"To 1899",
4021352,"1800-1899",
4021352,"1830-1839",
4021363,"1830-1839",
4021372,"1830-1839",
4021381,"To 1899",
4021399,"1800-1899",
4021399,"1830-1839",
4021399,"To 1899",
4021417,"1800-1899",
4021424,"1830-1839",
4021435,"1800-1899",
4021435,"1830-1839",
4021453,"1830-1839",
4021464,"1830-1839",
4021464,"1800-1899",
4021472,"1800-1899",
4021490,"1800-1899",
4021490,"1830-1839",
4021500,"To 1799",
4021518,"1830-1839",
4021526,"1800-1899",
4021534,"1840-1849",
4021552,"1800-1899",
4021564,"1800-1899",
4021564,"1890-1899",
4021574,"1800-1899",
4021582,"1800-1899",
4021582,"19th century",
4021589,"1890-1899",
4021608,"1840-1849",
4021613,"1800-1899",
4021633,"1840-1849",
4021633,"1800-1899",
4021642,"1800-1899",
4021699,"1840-1849",
4021716,"1800-1899",
4021726,"1800-1899",
4021734,"1840-1849",
4021734,"1800-1899",
4021744,"1800-1899",
4021751,"1800-1899",
4021769,"1800-1899",
4021769,"1840-1849",
4021778,"1800-1899",
4021778,"1840-1849",
4021787,"1840-1849",
4021797,"1840-1849",
4021806,"To 1899",
4021806,"1840-1849",
4021817,"To 1899",
4021817,"1840-1849",
4021825,"1800-1899",
4021825,"1840-1849",
4021833,"1840-1849",
4021833,"1800-1899",
4021842,"1840-1849",
4021842,"1800-1899",
4021859,"1840-1849",
4021868,"1800-1899",
4021884,"1800-1899",
4021884,"To 1899",
4021890,"1840-1849",
4021898,"1800-1899",
4021909,"1840-1849",
4021909,"1800-1899",
4021936,"1840-1849",
4021946,"1800-1899",
4021972,"1800-1899",
4021981,"1800-1899",
4022003,"1800-1899",
4022003,"1840-1849",
4022010,"1850-1859",
4022020,"1840-1849",
4022020,"1800-1899",
4022030,"1840-1849",
4022030,"1800-1899",
4022042,"1840-1849",
4022042,"1800-1899",
4022050,"1840-1849",
4022050,"1800-1899",
4022058,"1840-1849",
4022058,"1800-1899",
4022066,"1840-1849",
4022083,"1840-1849",
4022125,"1800-1899",
4022125,"1850-1859",
4022132,"1850-1859",
4022151,"1850-1859",
4022181,"1890-1899",
4022189,"1800-1899",
4022189,"1850-1859",
4022197,"1800-1899",
4022206,"1850-1859",
4022212,"1800-1899",
4022224,"1800-1899",
4022235,"1800-1899",
4022243,"1800-1899",
4022250,"1800-1899",
4022260,"1800-1899",
4022267,"1850-1859",
4022276,"1850-1859",
4022285,"1800-1899",
4022302,"1800-1899",
4022302,"To 1899",
4022312,"1800-1899",
4022312,"To 1899",
4022322,"1850-1859",
4022329,"1800-1899",
4022347,"1850-1859",
4022374,"1850-1859",
4022384,"1850-1859",
4022395,"To 1899",
4022403,"1800-1899",
4022409,"To 1899",
4022418,"1850-1859",
4022445,"1800-1899",
4022454,"1800-1899",
4022470,"1800-1899",
4022480,"1800-1899",
4022480,"1850-1859",
4022490,"1800-1899",
4022490,"1850-1859",
4022501,"1800-1899",
4022501,"1850-1859",
4022511,"1800-1899",
4022522,"1800-1899",
4022531,"To 1899",
4022551,"1800-1899",
4022561,"1800-1899",
4022568,"1800-1899",
4022577,"1800-1899",
4022595,"1850-1859",
4022626,"1800-1899",
4022626,"1850-1859",
4022638,"1890-1899",
4022648,"1850-1859",
4022656,"1850-1859",
4022667,"1850-1859",
4022679,"1850-1859",
4022690,"1800-1899",
4022698,"1800-1899",
4022706,"1850-1859",
4022714,"1800-1899",
4022726,"1850-1859",
4022735,"To 1899",
4022744,"1800-1899",
4022755,"1800-1899",
4022765,"1800-1899",
4022775,"1800-1899",
4022786,"To 1899",
4022807,"1800-1899",
4022818,"1800-1899",
4022829,"1800-1899",
4022842,"1800-1899",
4022851,"1800-1899",
4022873,"1800-1899",
4022884,"1800-1899",
4022896,"1850-1859",
4022896,"1800-1899",
4022907,"1800-1899",
4022920,"1800-1899",
4022932,"1800-1899",
4022942,"1800-1899",
4022954,"1800-1899",
4022964,"1800-1899",
4022975,"1800-1899",
4022985,"1800-1899",
4023000,"1800-1899",
4023014,"1800-1899",
4023029,"1800-1899",
4023046,"1800-1899",
4023060,"1800-1899",
4023078,"1800-1899",
4023098,"1800-1899",
4023117,"1800-1899",
4023131,"1800-1899",
4023141,"1850-1859",
4023141,"1800-1899",
4023154,"To 1899",
4023169,"1800-1899",
4023177,"1850-1859",
4023200,"To 1899",
4023211,"To 1899",
4023221,"To 1899",
4023231,"To 1899",
4023242,"1800-1899",
4023254,"1800-1899",
4023277,"1800-1899",
4023288,"To 1899",
4023288,"1800-1899",
4023298,"1850-1859",
4023310,"1800-1899",
4023310,"1850-1859",
4023320,"1800-1899",
4023337,"1800-1899",
4023351,"1850-1859",
4023366,"To 1899",
4023380,"1800-1899",
4023396,"To 1899",
4023412,"1800-1899",
4023454,"1850-1859",
4023464,"1850-1859",
4023499,"1800-1899",
4023499,"1850-1859",
4023546,"1800-1899",
4023553,"1800-1899",
4023574,"1800-1899",
4023574,"1850-1859",
4023586,"1850-1859",
4023596,"1800-1899",
4023596,"1850-1859",
4023610,"1800-1899",
4023625,"1800-1899",
4023633,"1850-1859",
4023633,"1800-1899",
4023645,"1800-1899",
4023655,"1800-1899",
4023683,"1800-1899",
4023683,"1850-1859",
4023691,"1800-1899",
4023701,"1850-1859",
4023714,"1800-1899",
4023726,"1800-1899",
4023736,"1800-1899",
4023749,"1800-1899",
4023785,"1800-1899",
4023794,"1850-1859",
4023808,"1850-1859",
4023818,"1850-1859",
4023827,"1850-1859",
4023841,"1850-1859",
4023859,"1850-1859",
4023859,"1800-1899",
4023873,"1850-1859",
4023882,"1890-1899",
4023891,"1890-1899",
4023896,"1800-1899",
4023905,"1850-1859",
4023920,"1850-1859",
4023930,"1850-1859",
4023944,"1800-1899",
4023976,"1800-1899",
4023984,"1800-1899",
4023992,"1850-1859",
4024000,"1800-1899",
4024008,"1850-1859",
4024016,"1800-1899",
4024023,"1850-1859",
4024023,"1800-1899",
4024049,"1850-1859",
4024068,"1850-1859",
4024075,"1800-1899",
4024084,"1800-1899",
4024092,"1800-1899",
4024103,"1850-1859",
4024103,"1800-1899",
4024119,"1860-1869",
4024126,"1800-1899",
4024126,"1860-1869",
4024151,"To 1899",
4024151,"1800-1899",
4024160,"1800-1899",
4024160,"1860-1869",
4024169,"To 1899",
4024179,"1800-1899",
4024187,"1800-1899",
4024197,"1800-1899",
4024197,"1860-1869",
4024220,"1800-1899",
4024228,"1800-1899",
4024240,"1800-1899",
4024248,"1800-1899",
4024258,"1800-1899",
4024267,"1800-1899",
4024276,"1800-1899",
4024283,"1800-1899",
4024309,"1860-1869",
4024326,"1800-1899",
4024333,"1800-1899",
4024370,"1860-1869",
4024384,"1860-1869",
4024393,"1800-1899",
4024404,"1860-1869",
4024415,"1800-1899",
4024424,"1800-1899",
4024431,"1800-1899",
4024468,"1800-1899",
4024475,"1800-1899",
4024475,"1860-1869",
4024486,"1890-1899",
4024492,"1860-1869",
4024501,"1800-1899",
4024510,"1860-1869",
4024517,"1860-1869",
4024517,"1800-1899",
4024526,"1860-1869",
4024526,"1800-1899",
4024534,"1800-1899",
4024534,"1860-1869",
4024534,"To 1899",
4024544,"1800-1899",
4024544,"To 1899",
4024552,"1800-1899",
4024552,"To 1899",
4024552,"1860-1869",
4024562,"1800-1899",
4024562,"To 1899",
4024569,"1800-1899",
4024569,"To 1899",
4024590,"To 1899",
4024598,"1800-1899",
4024598,"1860-1869",
4024604,"1800-1899",
4024620,"1800-1899",
4024626,"To 1899",
4024626,"1800-1899",
4024633,"To 1899",
4024633,"To 1889",
4024641,"1800-1899",
4024666,"1800-1899",
4024673,"1800-1899",
4024681,"1870-1879",
4024681,"1800-1899",
4024690,"1800-1899",
4024690,"To 1899",
4024701,"1800-1899",
4024710,"1800-1899",
4024719,"1800-1899",
4024728,"1800-1899",
4024736,"1800-1899",
4024770,"1800-1899",
4024770,"1870-1879",
4024777,"1800-1899",
4024796,"1800-1899",
4024812,"1800-1899",
4024812,"To 1899",
4024812,"1870-1879",
4024820,"1800-1899",
4024829,"1800-1899",
4024829,"To 1899",
4024839,"1800-1899",
4024862,"1800-1899",
4024883,"1800-1899",
4024883,"1880-1889",
4024899,"1800-1899",
4024909,"1800-1899",
4024916,"1800-1899",
4024924,"1800-1899",
4024931,"1880-1889",
4024939,"1800-1899",
4024947,"1800-1899",
4024955,"1800-1899",
4024961,"1850-1859",
4024968,"1850-1859",
4024976,"To 1899",
4024985,"1800-1899",
4024993,"To 1899",
4025001,"1800-1899",
4025023,"1800-1899",
4025040,"1890-1899",
4025061,"1890-1899",
4025067,"1800-1899",
4025115,"1900-1909",
4025125,"1900-1909",
4025133,"1900-1909",
4025140,"1900-1909",
4025150,"1900-1909",
4025160,"1900-1909",
4025170,"1900-1909",
4025179,"1900-1909",
4025188,"1900-1909",
4025200,"1890-1899",
4025200,"1900-1909",
4025210,"1900-1909",
4025218,"1900-1909",
4025243,"1900-1909",
4025254,"1900-1909",
4025261,"1900-1909",
4025271,"1900-1909",
4025281,"1900-1909",
4025291,"1900-1909",
4025303,"1900-1909",
4025311,"1900-1909",
4025323,"1900-1909",
4025332,"1900-1909",
4025340,"1900-1909",
4025349,"1900-1909",
4025360,"1900-1909",
4025379,"1900-1909",
4025390,"1900-1909",
4025399,"1900-1909",
4025408,"1900-1909",
4025417,"1900-1909",
4025429,"1900-1909",
4025438,"1900-1909",
4025446,"1800-1899",
4025478,"1800-1899",
4025478,"1840-1849",
4025489,"1800-1899",
4025497,"1800-1899",
4025559,"1850-1859",
4025569,"1860-1869",
4025582,"1860-1869",
4025635,"1800-1899",
4025642,"1800-1899",
4025642,"1850-1859",
4025655,"1800-1899",
4025664,"1890-1899",
4025664,"1860-1869",
4025664,"1800-1899",
4025682,"1800-1899",
4025689,"1800-1899",
4025698,"1800-1899",
4025708,"1800-1899",
4025714,"1800-1899",
4025724,"1800-1899",
4025732,"1800-1899",
4025760,"1800-1899",
4025760,"To 1899",
4025774,"1800-1899",
4025806,"1800-1899",
4025815,"1800-1899",
4025823,"1800-1899",
4025832,"1800-1899",
4025839,"1800-1899",
4025848,"1800-1899",
4025857,"1800-1899",
4025867,"1800-1899",
